361,en,because its fucking reposted so much .,Because it has been reposted very often.,<extra_id_0> because its fucking reposted so much
362,zh,不听老妈实话整容，信路人化妆，幕刃智商可以的,不听老妈实话整容，信路人化妆，这位让我不喜欢的女性智商可以的,"不听老妈实话整容,信路人化妆,幕刃智商可以的"
363,zh,和那群基佬一样，安能辩它是雄雌,和部分男同性恋一样，很难辨别性别,"和那群基佬一样,安能辩它是雄雌"
364,ru,и нехуя здесь орать что нам что то принадлежало,И нечего здесь орать что нам что-то принадлежало,и нехуя здесь орать что нам что то принадлежало
365,hi,वहां का मुख्यमंत्री भडवा है ।,वहां का मुख्यमंत्री अच्छा नहीं है |,वहां का मुख्यमंत्री भडवा है
366,uk,"Нахуй ти палиш, ну бля","нащо ти палиш, ну блин","онез ти палиш,ну бля"
367,de,"Ein schmieriger Sozi,ein Faschist der extremen Linken,ein Antideutsches Subjekt!","Ein Sozialist,ein Anhänger der extremen Linken,ein Antideutsches Subjekt!","schmieriger Sozi,ein Faschist der extremen Linken,ein Antideutsches Subjekt!"
368,es,Ese buen hombre por lo menos pagará 7 u 8 pensiones. Es el más valiente sin duda.,Ese hombre generoso seguramente esté contribuyendo con al menos 7 u 8 pensiones. Es admirable su valentía.,<extra_id_0> ese buen hombre por lo menos pagará 7 u 8 pensiones. Es el más valiente sin duda.
369,es,"Totalmente de acuerdo con la diputada, a esos cáfres asquerosos que no los vayan a dejar devolver a Bogotá.",Estoy totalmente de acuerdo con el diputado que no les permitirá regresar a Bogotá.,<extra_id_0> a esos cáfres asquerosos que no los vayan a dejar devolver a Bogotá.
370,zh,到时候好看的妹妹一个不剩，剩下的全是重型坦克,到时候好看的妹妹一个不剩，剩下的全是体重较重的女性,"到时候好看的妹妹一个不剩,剩下的全是重型坦克"
371,hi,"तू नही सुधरेगा तू कमीना का कमीना ही रहेगा , चूतिया।",तू नहीं सुधरेगा वैसा का वैसा ही रह जाएगा |,"<extra_id_0> तू नही सुधरेगा तू कमीना का कमीना ही रहेगा, चूतिया।"
372,en,"I didnt attack you, you retard DO NOT POST ON MY PAGE","I didnt attack you, so, do not post on my page.","<extra_id_0> didnt attack you, you retard DO NOT POST ON MY Page"
373,hi,अरे पागल जूठा रोज लाईट बंद रखता हें भड्वा,अरे जूठा रोज लाईट बंद रखता हें,रोज लाईट बंद रखता हें भड्वा
374,ru,"это пипец! грех какой! гореть им в аду , вандалы!",Это пипец! Грех какой!,"<extra_id_0> это пипец какой! гореть им в аду, вандалы!"
375,en,and ya can 't draw fucking cartoons .,and you can't draw cartoons,<extra_id_0> and ya can 't draw cartoons .
376,ru,"даже вголове неукладывается, что есть такие дебильные дуры.","даже вголове неукладывается, что есть такие девушки",<extra_id_0> даже что есть такие люди.
377,es,#YoSoyAnonymousUE basta de absurda represión victimista por parte del Estado Fascista,#YoSoyAnonymousUE basta de absurda represión victimista por parte del Estado,绪 Soy AnonymousUE basta de absurd represión victimista por parte del Estadosta
378,en,Bin Laden and his 19 so-called hijackers were patsies.,Bin Laden and his 19 so-called hijackers were not the smartest people.,<extra_id_0> Bin Laden and his 19 so-called hijacker were patsies
379,es,Si fuese verdad se lo estaría pagando el gobierno y les darían una paga para que no tengan problemas económicos.,"Si eso fuera cierto, el gobierno les proporcionaría ayuda económica para evitar problemas financieros.",<extra_id_0> les darían una paga para que no tengan problema económicos
380,uk,Цей блядський кондиціонер - гомофоб!,Цей кондиціонер - гомофоб!,<extra_id_0> Цей блядський кондиціонер гомофоб!
381,en,who the fuck is pushing diversity on you ? .,who is pushing diversity on you ? .,<extra_id_0> who the fuck is pushing diversity on you ?
382,hi,यहाँ भोसडीके हम चार लौंडे बैठ के मैच देख रहे,यहाँ हम चार लौंडे बैठ के मैच देख रहे,यहाँ भोसडीके हम चार लौंडे बैठ मैच देख रहे
383,uk,Ну і йти до сраки,Ну і йти  далеко,<extra_id_0> Ну і йти до сраки
384,ru,таких как он сейчас дохуя!!! и ни одного придателем не называют всю сторону растощили,"Таких, как он сейчас очень много! И ни одного предателем не называют, всю страну растащили.",ни одного придателем не называют всю сторону растощили
385,uk,"Буває, читаєш шось і думаєш про себе ""Ну що за хуйня?","Буває, читаєш шось і думаєш про себе ""Ну що за нісенітниця?","<extra_id_0>, читаєш шось і думаєш про себе ""Ну що за хуйня?"
386,ar,هذا خارجي تكفيري. ويأتون بآثار مكذوبه ويتركون الاحاديث الصِحاح التي يفهمها البل…,هذا يكفر الناس . ويأتون بآثار مكذوبه ويتركون الاحاديث الصِحاح التي يفهمها البل…,<extra_id_0>يأتون بآثار مكذوبه ويتركون الاحاديث الصِحاح التي يفهمها البل...
387,uk,"- Мені похуй, що про мене говорять.","- Мені все рiвно, що про мене говорять.","- Мені похуй, що про мене говорять."
388,ru,да и пусть хуярит туда . придурок,да и пусть идет туда,и пусть хуярит туда . придурок
389,uk,Ідіть нахуй зі своїми блядськими стереотипами.,Відчепіться зі своїми стереотипами.,ідіть нахуй зі своїми стереотипами.
390,ar,يا إلهي، لقد ذهبت حتى الآن، إنه أمر سخيف !,أومج، أنت حتى الآن ذهبت أنها ليست جيدة!,<extra_id_0> لقد ذهبت حتى الآن، إنه أمر سخيف
391,ar,إنهم يحاولون أن يجعلوك تتغوط في بنطالك كل مرة تسمع أسمهم,انهم يحاولون اخافتك في كل مرة تسمع اسمهم,<extra_id_0> يحاولون أن يجعلوك تتغوط في بنطالك كل مرة تسمع أسمهم
392,am,እኔን ጨምሮ ሰዉ ሽመልስን ማየት አይፈልግም ግን ለዓይናችን የበዛው እሱ ነው,እኔን ጨምሮ ሰዉ ሽመልስን ማየት አይፈልግም ግን በብዛት የሚታየው ደግሞ እሱ ነው,<extra_id_0>ኔን ጨምሮ ሰዉ ሽመልስን ማየት አይፈልግም ግን ለዓይናችን የበዛው እሱ ነው
393,es,Que ganas de que metan al peluo en la carcel por subnormal😆😆😆,Espero que lo lleven a la cárcel por sus acciones inapropiadas.,ganas de que metan al peluo en la carcel por subnormal😆😆😆
394,am,በአንዴ ካድሽኝ? ለነገሩ የመጀመሪያሽ አይደለም ??,በአንዴ ድጋፍሽን አነሳሽ? ለነገሩ የመጀመሪያሽ አይደለም ??,<extra_id_0> ለነገሩ የመጀመሪያሽ አይደለም ??
395,hi,भोसडीके ये अफवाह नही सत्य है। सारे का हिस्सा खा रहे हो तुम लोग,ये अफवाह नही सत्य है। सारे का हिस्सा खा रहे हो तुम लोग,<extra_id_0> ये अफवाह नहीं सत्य है। सारे का हिस्सा खा रहे हो तुम लोग
396,zh,猪精都是这样的，吃不到性别福利只能走这条路,有些自我感觉良好的肥胖女性都是这样的，吃不到性别福利只能走这条路,"猪精都是这样的,吃不到性别福利只能走这条路"
397,zh,是这个dd第二代引起孙吧反同？,是这个dd第二代引起孙吧反对性少数群体？,是这个dd第二代引起孙吧反同?
398,de,Warum muss ein AFD Vogel dabei sein?,Warum muss einer von der AFD dabei sein?,<extra_id_0> warum muss man einen Vogel beibei sein.
399,en,this deadly behavior is why abusive police in the 60s were referred to as pigs .,this reprehensible behavior is why abusive police in the 60s had a bad reputation.,<extra_id_0> this deadly behavior is why abusive police in the 60s were referred to as pigs.
400,am,ስለማይገባው ለማይረዳ አይምሮው ድፍን ለሆነ ሰው ይሄ ሁላ አያስፈልግም ሰሉዬ ሀፍተይ መተው ብቻ ??,ለማይገባው ለማይረዳ ሰው ይሄ ሁላ አያስፈልግም ሰሉዬ ሀፍተይ መተው ብቻ ??,ሰሉዬ ሀፍተይ መተው ብቻ ??
401,de,"@USER_13 @USER_15 @USER_9 @USER_3 @USER_4 @USER_7 @USER_1 @USER_14 @USER_6 @USER_12 @USER_5 @USER_10 @USER_11 Ne, das gibts nicht, ist der Vollpfosten immer noch da???","@USER_13 @USER_15 @USER_9 @USER_3 @USER_4 @USER_7 @USER_1 @USER_14 @USER_6 @USER_12 @USER_5 @USER_10 @USER_11 Ne, das gibts nicht, ist der Typ immer noch da???",'/USER_13 @USER_13 @USER_13 @USER_15 @USER_9 @USER_1 @USER_1 @USER_1 @USER_6 @USER_5 @USER_6 @USER_6 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_6 @USER_5 @USER_5 @USER_6 @USER_6 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_6 @USER_5 @USER_6 @USER_6 @USER_6 @USER_5 @USER_6 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_5 @USER_5 @USER_5 @USER_5 @USER_5 @USER_5 @USER_5 @USER_6 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_5 @USER_5 @USER_5 @USER_5 @USER_5 @USER_5 @USER_5 @USER_5 @USER_5 @USER_5 @USER_5 @USER_5 @USER_6 @USER_6 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @USER_1 @
402,ar,فقط الكنائس تعطي حماقة على ما يبدو.,فقط الكنائس تهتم به يبدو,<extra_id_0> الكنائس تعطي حماقة على ما يبدو
403,uk,Кидає фотку в платті і каже - диви яка в мене тут жопа!,'Кидає фотку в платті і каже - диви яка в мене тут п''ята точка!',<extra_id_0>дає фотку в платті і каже - диви як в мене тут жопа!
404,am,እና አሜሪካ የኝ ዜጋ ናት ወይም ነበርች ገናለገና በ ዶላር ሲከፈልህ አሜሪካ ዘመድህ መሰለችህ,እና አሜሪካ የኝ ዜጋ ናት ወይም ነበርች ፤ ክፍያ በዶላር ስለተፈጸመልህ አሜሪካን በዚህ ደረጃ ማቅረብ,ወይም ነበርች በዶላር ሲከፈልህ አሜሪካ ዘመድህ መሰለችህ
405,hi,साला दल्ला वोट के कुछ भी कर सकता है |,वह वोट के कुछ भी कर सकता है |,<extra_id_0> साला दल्ला वोट कुछ भी करता है
406,zh,对对对，都是小仙女，小仙女没有错，都是中国男人的错，中国男人应该灭绝！,对对对，都是自我感觉过于良好的女性，自我感觉过于良好的女性没有错，都是中国男人的错，中国男人应该灭绝！,"<extra_id_0>对对,都是中国男人,小仙女没有错,都是中国男人的错,中国男人应该灭绝!"
407,de,"Schreibt besser mal über die Asylanten Verbrechen ,dass wird bei euch totgeschwiegen!","Schreibt besser mal über die Asylbewerber Verbrechen ,dass wird bei euch totgeschwiegen!","besser mal über die Asylanten Verbrechen ,dass wird bei euch totgeschwiegen!"
408,es,Porque usted es un hombre de bien y con valores. Esos otros son alimañas y 0,Porque usted es un hombre de bien y con valores. Esos otros no lo son,<extra_id_0> usted es un hombre de bien y con valores. Esos otros son alimañas y 0
409,en,she fucking lied to them about what she was doing .,she  lied to them about what she was doing .,fucking lied to them about what she was doing
410,en,Queen Mary Mrs Windsor's granny was a bitch.,Queen Mary Windsor's grandmother was not a pleasant person.,Windsor's granny was a bitch.
411,ar,عنجد هيدا شارون هيدا جماعة شارون لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله يارب تخسر أولادك,عنجد هيدا شارون هيدا جماعة شارون يارب تخسر أولادك,لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله عليك يا
412,ru,"лично я сейчас за дальневосточную республику,как 1918-1922г,сибирь,алтай,и др.проживут без москалей и пидорцев,а вот они?","лично я сейчас за дальневосточную республику,как 1918-1922г,сибирь,алтай,и др.проживут без москвичей,а вот они?","я сейчас за дальневосточную республику,как 1918-1922г,сибирь,алтай,и др.проживут без москалей и пидорцев,а вот они?"
413,de,"Die Laien-Ministerin kann zwar nicht mehr ""werfen"", aber sie erzeugt bei. mir Geilheit: ""den Umschalter zu nutzen.""","Die Laien-Ministerin kann zwar nicht mehr ""werfen"", aber sie erzeugt bei. mir Interesse: ""den Umschalter zu nutzen.""","<extra_id_0> sie kann zwar nicht mehr ""werfen"", aber sie erzeugt bei mir Geilheit: ""den Umschalter zu nutzen."""
414,de,"Frau Kerestan hat frisch und gut argumentiert. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint.",Frau Kerestan hat frisch und gut argumentiert. Herr Weinberg schneint nur rückwärtsgewandt zu blicken.,"<extra_id_0> Frau Kerestan hat frisch und gut argumentiert. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Frau Kerestan hat frisch und gut argumentiert. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Frau Kerestan hat gut argumentiert. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Frau Kerestan hat gut argumentiert. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Frau Kerestan hat gut argumentiert. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Frau Kerestan hat gut argumentiert. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken"
415,hi,मैच फिनिश कर देना चाहिए    गांड पे हाथ रख कर बैठ नहीं जाना चाहिए ,मैच फिनिश कर देना चाहिए  ज्यादा देर नहीं करनी चाहिए ,बिना चाहिए गांड पे हाथ रख कर बैठ नहीं जाना चाहिए
416,uk,"Ти сукан, бухаєш без нас з ",'ти п''єш без нас',"',' Ти сукан бухаєш"
417,ru,если эта тухлодырая овечка своим обдолбаным небольшим от природы мозгом нихуя непомнит торчек обоссаный то это его неосвобождает от параши,"Если этот человек ничего не помнит, то это его не освобождает от ответственности",если эта тухлодырая овечка своим обдолбаным небольшим от природы мозгом нихуя непомнит торчек обоссаный то это его неосвобождает от параши
418,am,ብሌን ይሄ ሰው የአማራ ፍፁም ጠላት እንደሆነ ብዙ መረጃ አለኝ። He is just useless የምትወጅው ከሆነ ይቅርታ። ፕሮፌሰር አስራት ወልደየስን ያስያዘ እሱ ነ,ብሌን ይሄ ሰው ለአማራ ህዝብ ብዙ የሚጠቅም ሀሳብ እንሌለው በመረጃ ጭምር መናገር እችላለሁ፡ ከይቅርታ ጋር,ፕሮፌሰር አስራት ወልደየስን ያስያዘ እሱ ነኝ። He is just useless የምትወጅው ከሆነ ይቅርታ።
419,uk,"Луччє я здохну єбучім ноунеймом, чем праслявлюсь і мене стануть показувати по гівнотв","Луччє я був ноунеймом, чем праслявлюсь і мене стануть показувати по тв","<extra_id_0> я здохну єбучім ноунеймом, чем праслявлюсь і мене стануть показувати по гівнотв"
420,ar,يبدو أنه يزدهر على هذه الأشياء وكثيرا ما يجعل وسائل الإعلام تبدو مثل الحمقى.,يبدو أنه يزدهر على هذه الأمور وغالبًا ما يجعل وسائل الإعلام تبدو غير حكيمة.,<extra_id_0> أنه يزدهر على هذه الأشياء وكثيرا ما تجعل وسائل الإعلام تبدو مثل الحمقى
421,es,"En catalán se escribe Espanya. Para dárselas usted de ser periodista, no tieene usted puta idea de escribir.","En catalán se escribe Espanya. Para dárselas usted de ser periodista, no tieene usted  idea de escribir.","<extra_id_0> se escribe España. Para darselas usted de ser periodista, no tieene usted puta idea de escribir."
422,uk,"Сука, я ніхуя не встигну перекласти ці йобані тексти за 2 дні.",я нічого не встигну перекласти ці тексти за 2 дні.,<extra_id_0> я ніхуя не встигну перекласти ці тексти за 2 дні.
423,ru,"хоть и дебилка, но ооочень красивая девушка!","хоть и не умная, но очень красивая девушка","绪 и дебилка, но ооочень красивая девушка!"
424,de,#Rosenmontag in Mainz und Nordafrikadüsseldorf abgesagt. Hat aber nichts mit #rapefugees zu tun.,#Rosenmontag in Mainz und Nordafrikadüsseldorf abgesagt. Hat aber nichts mit Geflüchteten zu tun.,Interviews in Mainz und Mainz abgesagt Hat aber nichts mit Frauen zu tun
425,ar,كس امكم مافيه احد يجاوبني,مافيه احد يجاوبني,رجل امكم مافيه احداوبني
426,de,Ich schäme mich in solchem Verbrecherstaat mit deutschfeindlichen Ganoven-Richtern und korrupten Politikern zu leben!,Ich schäme mich in solchem Staat mit ungerechten Richtern und bestechlichen Politikern zu leben!,<extra_id_0> ich schäme mich in solchen Verbrecherstaat mit deutschfeindlichen Ganoven-Richtern und korrupten Politikern zu leben!
427,hi,अरे देखो देखो कौन भोंकी ओ हेलो तू तेरी उंगलियों का उपयोग ट्वीट करने में नहीं कही और ही चला,तू तेरी उंगलियों का उपयोग ट्वीट करने में नहीं कही और ही चला,तू तेरी उंगलियों का उपयोग ट्वीट करने में नहीं कही और ही चला
428,hi,तू जेएनयू में झांठ नहीं उखाड़ता भोसडीके,तू जेएनयू में कुछ नहीं कर पाता समझे,绪 जेएनयू में झांठ नहीं उखाड़ता भोसडीके
429,en,Once again I'm SO glad that Wikipedia is not biased or filled with retarded children.,"Once again, I'm so glad that Wikipedia is not biased or filled children.",<extra_id_0> again I'm SO glad that Wikipedia is not biased or filled with retarded children.
430,am,በግድ አማራን መምራት አይቻል እጃችሁን X አጣምራችሁ ፀጉራችሁን ተላጭታችሁ እንደጅል 3 አመት ስታላዝኑ ጀግናው አማራ በቀናቶች ነፍጡን ይዞ ሁሉን እያጋየ,በግድ አማራን መምራት አይቻል እጃችሁን X አጣምራችሁ ፀጉራችሁን ተላጭታችሁ አይደልም ነገሩ,<extra_id_0> በግድ አማራን መምራት አይቻል እጃችሁን X አጣምራችሁ ፀጉራችሁን ተላጭታችሁ እንደጅል 3 አመት ስታላዝኑ
431,am,በፆታዊ ትንኮሳ enjoy ከሚያደርጉት አንዱ ነህ እንዴ? ምንም የሚያበሳጭ ነገር አልሰሩም,በፆታዊ ትንኮሳ enjoy እንደሚያደርግ ሰው በዚህ ጉዳይ መበሳጨት አይገባህም ነበር,<extra_id_0> በፆታዊ ትንኮሳ enjoy ከሚያደርጉት አንዱ ነህ እንዴ? ምንም የሚያበላጭ ነገር አልሰሩም
432,en,can t people just leave cuba alone so it can get it s feet under itself for number fuckin minutes ? .,Can people just leave Cuba to itself so it can get its feet under itself for number minutes?,<extra_id_0> can t people just leave cuba alone so it can get it s feet under itself for number fuckin minutes ?
433,zh,第一代女拳是境外势力资助，微博那会被抓的全是男性，真要令我笑死,第一代极端女权主义者是境外势力资助，微博那会被抓的全是男性，真要令我笑死,"第一代女拳是境外势力资助,微博那会被抓的全是男性,真要令我笑死"
434,uk,"Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...","Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...","<extra_id_0> вчить мене забивати хуй на тих, хто забиває його на мене..."
435,en,"no , that s fucking bullshit .","No, that is so wrong",", that s fucking bullshit ."
436,ru,сперва прочитайте где я отвечал где писал а потом ставьте микрофон конченый ишаки администрация блин,сперва прочитайте где я отвечал где писал а потом ставьте микрофон администрация блин,потом ставьте микрофон конченый ишаки администраци блин
437,es,"Potencialmente Sánchez es el que más daño puede hacer, primer psicopata que llega a ser presidente en España.","Potencialmente Sánchez es el que más daño puede hacer, primer persona que llega a ser presidente en España.","<extra_id_0> es el que más daño puede hacer, primer psicopata que llega a ser presidente en España."
438,am,ዛሬ የኛ ሰፈር መብራት ሃይል ብራች የምሽት ተረኛ ሰራተኛው ህፃን ልጁን ይዞ ነው መሰለኝ ስራ የሄደው ፣ መብራቱን ብልጭ ድርግም እያረገው ነው።,ዛሬ የኛ ሰፈር መብራት  ብልጭ ድርግም ሲል ህፃን ልጅ እያበራና እያጠፋ የሚጫወትበት ነው የሚመስለው፡፡,<extra_id_0> የኛ ሰፈር መብራት ሃይል ብራች የምሽት ተረኛ ሰራተኛው ህፃን ልጁን ይዞ ነው መሰለኝ ስራ የሄደው ፣ መብራቱን ብልጭ ድርግም እያረገው ነው።
439,ar,فريق غبي حتى البلنتي جاء بالغلط,فريق مبتدئ حتى البلنتي جاء بالغلط,فريق غبي حتى البلنتي جاء بالغلط
440,ar,لن يشاهدوا هذا الهراء أبدا مرة أخرى.,لن نرغب في مشاهدة ذلك مجددا أبدا,<extra_id_0> لن يشاهدوا هذا الهراء أبدا مرة أخرى
441,am,አዲስ ስድብ አመንጪ እንጂ አዲስ ሃሳብ አመንጪ አይደለክም:: በደም የጨቀይህ ውሸታም አስመሳይ ሰው ነህ::,አዲስ ፀያፍ ቃል አመንጪ እንጂ አዲስ ሃሳብ አመንጪ አይደለክም:: በሰው ነፍስ ጉዳይ እጅህ ያለበት ሰው ነህ፡፡,<extra_id_0> በደም ጨቀይህ ውሸታም አስመሳይ ሰው ነህ::
442,es,ME JUEGAS PUTO RETO O COMO VA LA COSA PUTO RETRASADO,Me juegas al reto o cómo va la cosa,RETRO O COMO VA LA COSA PUTO RETRASADO
443,ar,يا حمار لم نكن يوما تحت الاستعمار العثماني ، بل هزمناه في معركة قرب فاس…,لم نكن يوما تحت الاستعمار العثماني ، بل هزمناه في معركة قرب فاس…,<extra_id_0> نكن يوما تحت الاستعمار العثماني ، بل هزمناه في معركة قرب فاس...
444,de,"Hinweis: Wer wegen Nadalnys angeblicher Vergiftung nun Nordstream Gas ablehnt ,muss wegen dem tatsächlich getöteten Kashoggi auf das Saudi Öl verzichten Ihr Heuchler. #staatsTV","Hinweis: Wer wegen Nadalnys angeblicher Vergiftung nun Nordstream Gas ablehnt ,muss wegen dem tatsächlich getöteten Kashoggi auf das Saudi Öl verzichten. #staatsTV","Hinweis: Wer wegen Nadalnys angeblicher Vergiftung nun Nordstream Gas ablehnt,muss wegen dem tatsächlich getöteten Kashoggi auf das Saudi Öl verzichten Ihr Heuchler #staatsTV"
445,uk,блять ото жиза я в шоці,ото жиза я в шоці,ото жиза я в шоці
446,ru,во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???)))),еврейское тв пересмотрел???,еврейское тв пересмотрел даун???))))
447,de,Was erwarten Sie von Rothschild Sklaven die ihre Seele dem Satan verkauf haben!,Was erwarten Sie von Rothschild Anhängern die ihre Interessen anderen überlassen!,<extra_id_0> die ihre Seele dem Satan verkauf haben! Was erwarten Sie von Rothschild Sklaven die ihre Seele dem Satan verkauf haben!
448,uk,"але спочатку то було не все одно, знач ти намагався не класти хуй, а це вже шось","але спочатку то було не все одно, знач ти намагався щось робити, а це вже шось","<extra_id_0> ти намагався не класти хуй, а це вже шось"
449,en,"HEY CRETIN, LOOK UP YOUR HISTORY!","Hey, sir, look up your history.","HEY CRETIN, LOOK UP YOUR HISTORY!"
450,hi,ये तुम्हारे समझ के बाहर है तुम रंडी रोओ इधर मत घुसो।,ये तुम्हारे समझ के बाहर है तुम बेकार के बहाने करो इधर मत घुसो।,<extra_id_0> ये तुम्हारे समझ के बाहर है तुम रंडी रोओ इधर मत घुसो।
451,ar,أنت مختل عقلبا ؟,أليس لديك عقل؟,<extra_id_0> أنت مختل عقلبا ؟
452,es,Pero el calentamiento global son COSAS DE HIPPIES Y PERROFLAUTAS,Pero el calentamiento global son COSAS DE HIPPIES,calentamiento global son COSAS DE HIPPIES Y PERROFLAUTAS
453,en,maybe now no one will be rammed in the ass .,maybe now no one will be treated badly,<extra_id_0> now no one will be rammed in the ass .
454,am,ፍርዱ በተመደበው ጊዜ ይደረጋል ፡፡ ደነዝዝ መሆን ትዕግስትህን አቁም,ፍርዱ በተመደበው ጊዜ ይደረጋል,ፍርዱ በተመደበው ጊዜ ይደረጋል ፡፡ ደነዝዝ መሆን ትዕግስትህን አቁም
455,hi,भोसड़ीके यहां आकर बात कर तुझे जवाब देंगे। ,यहां आकर बात कर तुझे जवाब देंगे। ,यहां आकर बात कर तुझे जवाब देंगे।
456,zh,连这个是转发贴都看不出来只要有人骂他他就说人家是基佬嘞,连这个是转发贴都看不出来只要有人骂他他就说人家是男同性恋嘞,连这个是转发贴都看不出来只要有人骂他他就说人家是基佬嘞
457,uk,"Дякую всім, хто тримав кулаки, але співбесіда нє удалась і мене послали нахєр.","Дякую всім, хто підтримував мене, але співбесіда пройшла погано","<extra_id_0>, хто тримав кулаки, але співбесіда удалась і мене послали нахєр."
